# lambda tau_non_endemic P_end N gamma nruns M
    0.060000   1.24219705E+00     0.000000 500000   3.50 5000 1552887
    0.061000   1.20741132E+00     0.000000 500000   3.50 5000 1552887
    0.062000   1.21839171E+00     0.000000 500000   3.50 5000 1552887
    0.063000   1.19741602E+00     0.000000 500000   3.50 5000 1552887
    0.064000   1.19940858E+00     0.000000 500000   3.50 5000 1552887
    0.065000   1.24238884E+00     0.000000 500000   3.50 5000 1552887
    0.066000   1.24744117E+00     0.000000 500000   3.50 5000 1552887
    0.067000   1.23398221E+00     0.000000 500000   3.50 5000 1552887
    0.068000   1.34899219E+00     0.000000 500000   3.50 5000 1552887
    0.069000   1.25770261E+00     0.000000 500000   3.50 5000 1552887
    0.070000   1.27769824E+00     0.000000 500000   3.50 5000 1552887
    0.071000   1.34422615E+00     0.000000 500000   3.50 5000 1552887
    0.072000   1.37901162E+00     0.000000 500000   3.50 5000 1552887
    0.073000   1.46086157E+00     0.000000 500000   3.50 5000 1552887
    0.074000   1.46525878E+00     0.000000 500000   3.50 5000 1552887
    0.075000   1.81341676E+00     0.000000 500000   3.50 5000 1552887
    0.076000   1.54286427E+00     0.000000 500000   3.50 5000 1552887
    0.077000   1.68413504E+00     0.000600 500000   3.50 5000 1552887
    0.078000   1.83453337E+00     0.000600 500000   3.50 5000 1552887
    0.079000   1.30060307E+00     0.000400 500000   3.50 5000 1552887
    0.080000   1.35469554E+00     0.001600 500000   3.50 5000 1552887
    0.081000   1.31628333E+00     0.001000 500000   3.50 5000 1552887
    0.082000   1.38566194E+00     0.000600 500000   3.50 5000 1552887
    0.083000   1.38766016E+00     0.002000 500000   3.50 5000 1552887
    0.084000   1.37910107E+00     0.002200 500000   3.50 5000 1552887
    0.085000   1.38113495E+00     0.002200 500000   3.50 5000 1552887
    0.086000   1.34860577E+00     0.002200 500000   3.50 5000 1552887
    0.087000   1.39181384E+00     0.002200 500000   3.50 5000 1552887
    0.088000   1.43682753E+00     0.002600 500000   3.50 5000 1552887
    0.089000   1.38261614E+00     0.004200 500000   3.50 5000 1552887
    0.090000   1.34814285E+00     0.003600 500000   3.50 5000 1552887
    0.091000   1.46495017E+00     0.003800 500000   3.50 5000 1552887
    0.092000   1.40484648E+00     0.004000 500000   3.50 5000 1552887
    0.093000   1.42071751E+00     0.005600 500000   3.50 5000 1552887
    0.094000   1.38739410E+00     0.005800 500000   3.50 5000 1552887
    0.095000   1.44403560E+00     0.006200 500000   3.50 5000 1552887
    0.096000   1.44381689E+00     0.006200 500000   3.50 5000 1552887
    0.097000   1.40074494E+00     0.007800 500000   3.50 5000 1552887
    0.098000   1.43013694E+00     0.007400 500000   3.50 5000 1552887
    0.099000   1.45476957E+00     0.007000 500000   3.50 5000 1552887
    0.100000   1.47453105E+00     0.007600 500000   3.50 5000 1552887
    0.101000   1.42446981E+00     0.008000 500000   3.50 5000 1552887
    0.102000   1.49301248E+00     0.011400 500000   3.50 5000 1552887
    0.103000   1.46600295E+00     0.011800 500000   3.50 5000 1552887
    0.104000   1.46697487E+00     0.012600 500000   3.50 5000 1552887
    0.105000   1.51661709E+00     0.011800 500000   3.50 5000 1552887
    0.106000   1.46807961E+00     0.011600 500000   3.50 5000 1552887
    0.107000   1.53247156E+00     0.012800 500000   3.50 5000 1552887
    0.108000   1.45947787E+00     0.016800 500000   3.50 5000 1552887
    0.109000   1.45343202E+00     0.014600 500000   3.50 5000 1552887
    0.110000   1.46976181E+00     0.013600 500000   3.50 5000 1552887
    0.111000   1.45958123E+00     0.015200 500000   3.50 5000 1552887
    0.112000   1.52582819E+00     0.016400 500000   3.50 5000 1552887
    0.113000   1.46454303E+00     0.017600 500000   3.50 5000 1552887
    0.114000   1.44230076E+00     0.020000 500000   3.50 5000 1552887
    0.115000   1.47224985E+00     0.023200 500000   3.50 5000 1552887
