# lambda tau_non_endemic P_end N gamma nruns M
    0.001000   1.01766451E+00     0.000000 30000   2.50 5000 167810
    0.004292   1.01160701E+00     0.000000 30000   2.50 5000 167810
    0.007583   1.02865686E+00     0.000000 30000   2.50 5000 167810
    0.010875   1.10255845E+00     0.000000 30000   2.50 5000 167810
    0.014167   1.09824372E+00     0.003800 30000   2.50 5000 167810
    0.017458   1.05854188E+00     0.006800 30000   2.50 5000 167810
    0.020750   1.02815480E+00     0.011200 30000   2.50 5000 167810
    0.024042   1.04100879E+00     0.018200 30000   2.50 5000 167810
    0.027333   1.06801550E+00     0.018600 30000   2.50 5000 167810
    0.030625   1.04014962E+00     0.023800 30000   2.50 5000 167810
    0.033917   1.04912890E+00     0.028200 30000   2.50 5000 167810
    0.037208   1.03067707E+00     0.038000 30000   2.50 5000 167810
    0.040500   1.01212013E+00     0.044000 30000   2.50 5000 167810
    0.043792   1.01543145E+00     0.045400 30000   2.50 5000 167810
    0.047083   9.98240199E-01     0.052800 30000   2.50 5000 167810
    0.050375   1.02549639E+00     0.066600 30000   2.50 5000 167810
    0.053667   9.86648166E-01     0.069800 30000   2.50 5000 167810
    0.056958   9.86520351E-01     0.073200 30000   2.50 5000 167810
    0.060250   9.67076122E-01     0.077800 30000   2.50 5000 167810
    0.063542   9.87410896E-01     0.082000 30000   2.50 5000 167810
    0.066833   1.01137898E+00     0.091800 30000   2.50 5000 167810
    0.070125   9.80559900E-01     0.103600 30000   2.50 5000 167810
    0.073417   9.94339463E-01     0.106400 30000   2.50 5000 167810
    0.076708   9.48840899E-01     0.108800 30000   2.50 5000 167810
    0.080000   9.60509615E-01     0.117600 30000   2.50 5000 167810
