lambda,tau,P_end,gamma,N,nruns,M,source_priority,is_window,variant,source
0.059,1.18715366,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.06,1.19223577,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.061,1.17967406,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.062,1.20770323,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.063,1.19961114,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.064,1.19348491,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.065,1.23544883,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.066,1.20298298,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.067,1.2146478,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.068,1.22562963,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.069,1.23648968,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.07,1.25628601,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.071,1.26444438,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.072,1.26346632,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.073,1.28997117,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.074,1.27369095,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.075,1.24781742,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.076,1.31520586,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.077,1.28913165,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.078,1.33827146,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.079,1.32636813,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.08,1.35299731,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.081,1.30011154,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.082,1.30259038,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.083,1.33429124,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.084,1.35284928,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.085,1.37684223,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.086,1.3716955,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.087,1.43230609,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.088,1.42141348,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.089,1.35286964,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.09,1.49196601,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.091,1.53508685,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.092,1.54017395,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.093,1.50905427,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.094,1.58543906,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.095,1.52405895,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.096,1.58026687,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.097,1.64285284,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.098,1.61542371,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.099,1.60689167,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.1,1.68060914,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.101,1.91898404,0.0002,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.102,2.094267,0.0006,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.103,1.92041665,0.0016,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.104,1.82342837,0.002,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.105,1.6484907,0.0042,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.106,1.80842775,0.0074,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.107,1.66508508,0.007,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.108,1.6316886,0.0054,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.109,1.56432234,0.0068,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.11,1.54905201,0.0106,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.111,1.53075358,0.0106,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.112,1.52836162,0.012,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.113,1.55552238,0.0136,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.114,1.55108792,0.0156,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.115,1.56212979,0.0168,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.11875,1.43061716,0.031,3.5,30000,5000,93604,0,False,coarse,part2_N30000_g3.5.dat
0.125,1.4688421,0.039,3.5,30000,5000,93604,0,False,coarse,part2_N30000_g3.5.dat
0.13125,1.38306621,0.0462,3.5,30000,5000,93604,0,False,coarse,part2_N30000_g3.5.dat
0.1375,1.37844794,0.054,3.5,30000,5000,93604,0,False,coarse,part2_N30000_g3.5.dat
0.14375,1.39000235,0.0684,3.5,30000,5000,93604,0,False,coarse,part2_N30000_g3.5.dat
0.15,1.34676403,0.0852,3.5,30000,5000,93604,0,False,coarse,part2_N30000_g3.5.dat
0.15625,1.35210982,0.0876,3.5,30000,5000,93604,0,False,coarse,part2_N30000_g3.5.dat
0.1625,1.32079593,0.107,3.5,30000,5000,93604,0,False,coarse,part2_N30000_g3.5.dat
0.16875,1.29246305,0.1168,3.5,30000,5000,93604,0,False,coarse,part2_N30000_g3.5.dat
0.175,1.25466577,0.1202,3.5,30000,5000,93604,0,False,coarse,part2_N30000_g3.5.dat
0.18125,1.21545149,0.1366,3.5,30000,5000,93604,0,False,coarse,part2_N30000_g3.5.dat
0.1875,1.2269921,0.1446,3.5,30000,5000,93604,0,False,coarse,part2_N30000_g3.5.dat
0.19375,1.19501903,0.1608,3.5,30000,5000,93604,0,False,coarse,part2_N30000_g3.5.dat
0.2,1.17463941,0.1768,3.5,30000,5000,93604,0,False,coarse,part2_N30000_g3.5.dat
0.008,1.00074279,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.009,1.01754545,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.01,1.03069305,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.011,1.03106582,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.012,1.01830269,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.013,1.03145339,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.014,1.03162604,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.015,1.02926757,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.016,1.02896218,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.017,1.05703999,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.018,1.08642603,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.019,1.05223751,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.02,1.06239047,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.021,1.04444661,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.022,1.04757964,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.023,1.06069137,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.024,1.07810293,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.025,1.06586619,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.026,1.04945482,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.027,1.07975465,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.028,1.08535008,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.029,1.07480441,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.03,1.08592159,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.031,1.06412577,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.032,1.06301766,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.033,1.0978438,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.034,1.06970615,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.035,1.10599189,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.036,1.09934632,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.037,1.11132141,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.038,1.08145478,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.039,1.10987455,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.04,1.10357594,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.041,1.11054717,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.042,1.08910599,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.043,1.14545607,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.044,1.13542834,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.045,1.13757091,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.046,1.15249247,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.047,1.15413435,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.048,1.13612698,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.049,1.17556854,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.05,1.15169073,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.051,1.16587867,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.052,1.19316534,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.053,1.14176629,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.054,1.20428098,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.055,1.1550652,0.0,3.5,50000,5000,156154,3,True,_lc_window,part2_N50000_g3.5_lc_window.dat
0.056,1.20365526,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.057,1.18590506,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.058,1.20137575,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.059,1.20085218,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.06,1.2348234,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.061,1.21525514,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.062,1.23091493,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.063,1.2071715,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.064,1.17479452,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.065,1.19864124,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.066,1.26045553,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.067,1.24333723,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.068,1.22500549,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.069,1.26212063,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.07,1.24709326,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.071,1.25922226,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.072,1.28634183,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.073,1.31419144,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.074,1.27662417,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.075,1.32336275,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.076,1.33707516,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.077,1.33105108,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.078,1.31559614,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.079,1.35964699,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.08,1.32440335,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.081,1.42838237,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.082,1.40472564,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.083,1.4364995,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.084,1.48333206,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.085,1.44387892,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.086,1.48008426,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.087,1.51710823,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.088,1.59948096,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.089,1.66926368,0.0,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.09,1.69609117,0.0002,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.091,1.70273261,0.0002,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.092,1.6528364,0.0016,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.093,1.56260394,0.002,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.094,1.46943555,0.0026,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.095,1.56619327,0.0022,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.096,1.49808955,0.0036,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.097,1.45128187,0.0072,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.098,1.46305856,0.006,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.099,1.52243606,0.0048,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.1,1.44184694,0.0086,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.101,1.45961891,0.0044,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.102,1.48193741,0.0094,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.103,1.48277703,0.0084,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.104,1.43285,0.0086,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.105,1.48969742,0.0092,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.106,1.46888652,0.0126,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.107,1.47954878,0.0138,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.108,1.49274381,0.0142,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.109,1.48244882,0.0152,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.11,1.56429017,0.0106,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.111,1.50409296,0.0172,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.112,1.52185708,0.0166,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.113,1.45400261,0.0192,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.114,1.52349169,0.0204,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.115,1.50278025,0.0166,3.5,50000,5000,154809,2,True,_window2,part2_N50000_g3.5_window2.dat
0.11875,1.52149176,0.0216,3.5,50000,5000,154175,0,False,coarse,part2_N50000_g3.5.dat
0.125,1.47262341,0.028,3.5,50000,5000,154175,0,False,coarse,part2_N50000_g3.5.dat
0.13125,1.49297265,0.0398,3.5,50000,5000,154175,0,False,coarse,part2_N50000_g3.5.dat
0.1375,1.49726291,0.049,3.5,50000,5000,154175,0,False,coarse,part2_N50000_g3.5.dat
0.14375,1.43526283,0.0582,3.5,50000,5000,154175,0,False,coarse,part2_N50000_g3.5.dat
0.15,1.41143604,0.0742,3.5,50000,5000,154175,0,False,coarse,part2_N50000_g3.5.dat
0.15625,1.41202898,0.0822,3.5,50000,5000,154175,0,False,coarse,part2_N50000_g3.5.dat
0.1625,1.40438998,0.0856,3.5,50000,5000,154175,0,False,coarse,part2_N50000_g3.5.dat
0.16875,1.34019711,0.1024,3.5,50000,5000,154175,0,False,coarse,part2_N50000_g3.5.dat
0.175,1.30259539,0.1086,3.5,50000,5000,154175,0,False,coarse,part2_N50000_g3.5.dat
0.18125,1.28118592,0.131,3.5,50000,5000,154175,0,False,coarse,part2_N50000_g3.5.dat
0.1875,1.25710285,0.1382,3.5,50000,5000,154175,0,False,coarse,part2_N50000_g3.5.dat
0.19375,1.2184918,0.149,3.5,50000,5000,154175,0,False,coarse,part2_N50000_g3.5.dat
0.2,1.21322526,0.163,3.5,50000,5000,154175,0,False,coarse,part2_N50000_g3.5.dat
0.008,1.01278769,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.009,1.02112257,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.01,1.02083084,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.011,1.00120788,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.012,1.02495308,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.013,1.02983656,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.014,1.04684644,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.015,1.02435952,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.016,1.03277125,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.017,1.038254,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.018,1.04675866,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.019,1.04257364,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.02,1.03228605,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.021,1.06297687,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.022,1.03251252,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.023,1.06613552,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.024,1.05975459,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.025,1.0677553,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.026,1.05368074,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.027,1.08363542,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.028,1.09922602,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.029,1.04636686,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.03,1.07088813,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.031,1.07888872,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.032,1.06565382,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.033,1.09313024,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.034,1.09103373,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.035,1.07912561,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.036,1.08821408,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.037,1.09968208,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.038,1.10930374,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.039,1.10241465,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.04,1.10537427,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.041,1.11667629,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.042,1.13408947,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.043,1.16083403,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
0.044,1.11974236,0.0,3.5,100000,5000,312001,3,True,_lc_window,part2_N100000_g3.5_lc_window.dat
